Task ID: a7b04366-9352-4547-9df8-600875d43431 | Time: 2023-12-24T02:10:58.778449800 | Error: Could not roll back JPA transaction
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.699900700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 888 */ '22242016213' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.702900400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 889 */ '22242029397' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.704899300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 890 */ '22242032947' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.707899800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 891 */ '22241919162' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.709895100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 892 */ '22241926931' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.712895800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 893 */ '22241934127' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.714893300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 894 */ '22241813475' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.717889200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 895 */ '22241829016' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.719888200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 896 */ '22241839060' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.721888700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 897 */ '22241719904' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.724885200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 898 */ '22241725514' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.726884700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 899 */ '22241736056' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.729883500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 900 */ '22241617599' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.731881400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 901 */ '22241622778' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.734879400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 902 */ '22241635094' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.737876900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 903 */ '22241510060' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.739875900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 904 */ '22241526905' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.742873900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 905 */ '22241538131' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.744873100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 906 */ '22241410778' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.746871500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 907 */ '22241420984' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.748870400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 908 */ '22241437705' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.750870500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 909 */ '22241311657' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.753867500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 910 */ '22241325119' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.756864900 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 911 */ '22241339328' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.758864800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 912 */ '22241211821' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.760862800 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 913 */ '22241227783' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.764861500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 914 */ '22241233821' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.777853600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 915 */ '22241117827' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.781850200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 916 */ '22241121824' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.788845600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 917 */ '22241135323' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.791843600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 918 */ '22241012746' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.795840700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 919 */ '22241020773' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.798839700 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 920 */ '22241038840' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.800838400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 921 */ '22240914884' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.803837300 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 922 */ '22240923219' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.805835100 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 923 */ '22240937060' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.810832600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 924 */ '22240814415' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.814829200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 925 */ '22240823106' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.817827600 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 926 */ '22240835816' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.821825400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 927 */ '22240719410' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.826821500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 928 */ '22240726302' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.828820400 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 929 */ '22240735638' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.831818500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_EMPLOYEE_PESEL_INDEX_4 ON PUBLIC.EMPLOYEES(PESEL NULLS FIRST) VALUES ( /* 930 */ '22240613362' )"; SQL statement:
insert into employees (email, first_name, height, last_name, pesel, version, weight, hire_date, position, salary, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.834817500 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_PENSIONER_PESEL_INDEX_9 ON PUBLIC.PENSIONERS(PESEL NULLS FIRST) VALUES ( /* 931 */ '22240627588' )"; SQL statement:
insert into pensioners (email, first_name, height, last_name, pesel, version, weight, pension, worked_years, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
Task ID: f7ea3fd1-dc54-41db-8bf7-ade79af5fd93 | Time: 2023-12-24T03:56:53.838817200 | Error: could not execute statement; SQL [n/a]; constraint ["PUBLIC.UC_STUDENT_PESEL_INDEX_9 ON PUBLIC.STUDENTS(PESEL NULLS FIRST) VALUES ( /* 932 */ '22240636043' )"; SQL statement:
insert into students (email, first_name, height, last_name, pesel, version, weight, scholarship, study_field, study_year, university_name, id) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) [23505-214]]
